country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
Thailand,2003,male,75+ years,93,680116,13.67,Thailand2003,,"152,280,653,544",2531,Silent
Thailand,2003,male,15-24 years,579,5371988,10.78,Thailand2003,,"152,280,653,544",2531,Millenials
Thailand,2003,female,75+ years,41,894196,4.59,Thailand2003,,"152,280,653,544",2531,Silent
Thailand,2003,female,25-34 years,248,5596786,4.43,Thailand2003,,"152,280,653,544",2531,Generation X
Thailand,2003,female,55-74 years,183,4180149,4.38,Thailand2003,,"152,280,653,544",2531,Silent
Thailand,2003,female,35-54 years,394,9801993,4.02,Thailand2003,,"152,280,653,544",2531,Boomers
Thailand,2003,female,15-24 years,177,5249392,3.37,Thailand2003,,"152,280,653,544",2531,Millenials
Thailand,2003,male,5-14 years,33,5101537,0.65,Thailand2003,,"152,280,653,544",2531,Millenials
Thailand,2003,female,5-14 years,16,4897350,0.33,Thailand2003,,"152,280,653,544",2531,Millenials
Thailand,2004,male,25-34 years,915,5415213,16.9,Thailand2004,,"172,895,476,153",2849,Generation X
Thailand,2004,male,35-54 years,1251,9483233,13.19,Thailand2004,,"172,895,476,153",2849,Boomers
Thailand,2004,male,75+ years,93,719132,12.93,Thailand2004,,"172,895,476,153",2849,Silent
Thailand,2004,male,55-74 years,491,3818852,12.86,Thailand2004,,"172,895,476,153",2849,Silent
Thailand,2004,male,15-24 years,486,5311644,9.15,Thailand2004,,"172,895,476,153",2849,Millenials
Thailand,2004,female,75+ years,46,944827,4.87,Thailand2004,,"172,895,476,153",2849,Silent
Thailand,2004,female,55-74 years,190,4322098,4.4,Thailand2004,,"172,895,476,153",2849,Silent
Thailand,2004,female,35-54 years,413,10068026,4.1,Thailand2004,,"172,895,476,153",2849,Boomers
Thailand,2004,female,25-34 years,220,5553004,3.96,Thailand2004,,"172,895,476,153",2849,Generation X
Thailand,2004,female,15-24 years,162,5201780,3.11,Thailand2004,,"172,895,476,153",2849,Millenials
Thailand,2004,male,5-14 years,17,5028787,0.34,Thailand2004,,"172,895,476,153",2849,Millenials
Thailand,2004,female,5-14 years,12,4819777,0.25,Thailand2004,,"172,895,476,153",2849,Millenials
Thailand,2005,male,25-34 years,838,5394031,15.54,Thailand2005,0.684,"189,318,499,954",3094,Generation X
Thailand,2005,male,75+ years,94,756122,12.43,Thailand2005,0.684,"189,318,499,954",3094,Silent
Thailand,2005,male,55-74 years,486,3955327,12.29,Thailand2005,0.684,"189,318,499,954",3094,Silent
Thailand,2005,male,35-54 years,1128,9695484,11.63,Thailand2005,0.684,"189,318,499,954",3094,Boomers
Thailand,2005,male,15-24 years,458,5246514,8.73,Thailand2005,0.684,"189,318,499,954",3094,Millenials
Thailand,2005,female,55-74 years,175,4480508,3.91,Thailand2005,0.684,"189,318,499,954",3094,Silent
Thailand,2005,female,35-54 years,383,10311164,3.71,Thailand2005,0.684,"189,318,499,954",3094,Boomers
Thailand,2005,female,25-34 years,187,5511934,3.39,Thailand2005,0.684,"189,318,499,954",3094,Generation X
Thailand,2005,female,75+ years,33,996752,3.31,Thailand2005,0.684,"189,318,499,954",3094,Silent
Thailand,2005,female,15-24 years,117,5146603,2.27,Thailand2005,0.684,"189,318,499,954",3094,Millenials
Thailand,2005,male,5-14 years,26,4951038,0.53,Thailand2005,0.684,"189,318,499,954",3094,Millenials
Thailand,2005,female,5-14 years,12,4737188,0.25,Thailand2005,0.684,"189,318,499,954",3094,Millenials
Thailand,2006,male,25-34 years,765,5386410,14.2,Thailand2006,,"221,758,486,880",3598,Generation X
Thailand,2006,male,35-54 years,1150,9887556,11.63,Thailand2006,,"221,758,486,880",3598,Boomers
Thailand,2006,male,55-74 years,458,4090909,11.2,Thailand2006,,"221,758,486,880",3598,Silent
Thailand,2006,male,75+ years,87,801587,10.85,Thailand2006,,"221,758,486,880",3598,Silent
Thailand,2006,male,15-24 years,378,5162684,7.32,Thailand2006,,"221,758,486,880",3598,Millenials
Thailand,2006,female,35-54 years,339,10529498,3.22,Thailand2006,,"221,758,486,880",3598,Boomers
Thailand,2006,female,55-74 years,147,4640141,3.17,Thailand2006,,"221,758,486,880",3598,Silent
Thailand,2006,female,75+ years,27,1054449,2.56,Thailand2006,,"221,758,486,880",3598,Silent
Thailand,2006,female,25-34 years,139,5487543,2.53,Thailand2006,,"221,758,486,880",3598,Generation X
Thailand,2006,female,15-24 years,91,5071455,1.79,Thailand2006,,"221,758,486,880",3598,Millenials
Thailand,2006,male,5-14 years,14,4871391,0.29,Thailand2006,,"221,758,486,880",3598,Millenials
Thailand,2006,female,5-14 years,13,4652889,0.28,Thailand2006,,"221,758,486,880",3598,Millenials
Thailand,2007,male,75+ years,104,708031,14.69,Thailand2007,,"262,942,650,544",4461,Silent
Thailand,2007,male,25-34 years,798,5444545,14.66,Thailand2007,,"262,942,650,544",4461,Generation X
Thailand,2007,male,55-74 years,470,3718870,12.64,Thailand2007,,"262,942,650,544",4461,Silent
Thailand,2007,male,35-54 years,1149,9422822,12.19,Thailand2007,,"262,942,650,544",4461,Boomers
Thailand,2007,male,15-24 years,406,4948804,8.2,Thailand2007,,"262,942,650,544",4461,Millenials
Thailand,2007,female,75+ years,43,1017629,4.23,Thailand2007,,"262,942,650,544",4461,Silent
Thailand,2007,female,55-74 years,155,4278519,3.62,Thailand2007,,"262,942,650,544",4461,Silent
Thailand,2007,female,35-54 years,356,9981463,3.57,Thailand2007,,"262,942,650,544",4461,Boomers
Thailand,2007,female,25-34 years,159,5419991,2.93,Thailand2007,,"262,942,650,544",4461,Generation X
Thailand,2007,female,15-24 years,89,4762664,1.87,Thailand2007,,"262,942,650,544",4461,Millenials
Thailand,2007,male,5-14 years,16,4752235,0.34,Thailand2007,,"262,942,650,544",4461,Generation Z
Thailand,2007,female,5-14 years,9,4486048,0.2,Thailand2007,,"262,942,650,544",4461,Generation Z
Thailand,2008,male,25-34 years,757,5411804,13.99,Thailand2008,,"291,383,081,232",4921,Generation X
Thailand,2008,male,75+ years,101,726812,13.9,Thailand2008,,"291,383,081,232",4921,Silent
Thailand,2008,male,55-74 years,473,3802960,12.44,Thailand2008,,"291,383,081,232",4921,Silent
Thailand,2008,male,35-54 years,1188,9562677,12.42,Thailand2008,,"291,383,081,232",4921,Boomers
Thailand,2008,male,15-24 years,374,4934951,7.58,Thailand2008,,"291,383,081,232",4921,Millenials
Thailand,2008,female,75+ years,50,1054269,4.74,Thailand2008,,"291,383,081,232",4921,Silent
Thailand,2008,female,55-74 years,173,4389154,3.94,Thailand2008,,"291,383,081,232",4921,Silent
Thailand,2008,female,35-54 years,398,10132362,3.93,Thailand2008,,"291,383,081,232",4921,Boomers
Thailand,2008,female,25-34 years,143,5373526,2.66,Thailand2008,,"291,383,081,232",4921,Generation X
Thailand,2008,female,15-24 years,97,4741877,2.05,Thailand2008,,"291,383,081,232",4921,Millenials
Thailand,2008,male,5-14 years,13,4676722,0.28,Thailand2008,,"291,383,081,232",4921,Generation Z
Thailand,2008,female,5-14 years,11,4409659,0.25,Thailand2008,,"291,383,081,232",4921,Generation Z
Thailand,2009,male,75+ years,116,755613,15.35,Thailand2009,,"281,710,095,725",4736,Silent
Thailand,2009,male,55-74 years,542,3927105,13.8,Thailand2009,,"281,710,095,725",4736,Silent
Thailand,2009,male,25-34 years,707,5357432,13.2,Thailand2009,,"281,710,095,725",4736,Generation X
Thailand,2009,male,35-54 years,1172,9681789,12.11,Thailand2009,,"281,710,095,725",4736,Boomers
Thailand,2009,male,15-24 years,369,4914657,7.51,Thailand2009,,"281,710,095,725",4736,Millenials
Thailand,2009,female,55-74 years,185,4542278,4.07,Thailand2009,,"281,710,095,725",4736,Silent
Thailand,2009,female,35-54 years,382,10260748,3.72,Thailand2009,,"281,710,095,725",4736,Boomers
Thailand,2009,female,75+ years,35,1099718,3.18,Thailand2009,,"281,710,095,725",4736,Silent
Thailand,2009,female,25-34 years,142,5309573,2.67,Thailand2009,,"281,710,095,725",4736,Generation X
Thailand,2009,female,15-24 years,100,4716781,2.12,Thailand2009,,"281,710,095,725",4736,Millenials
Thailand,2009,male,5-14 years,20,4588799,0.44,Thailand2009,,"281,710,095,725",4736,Generation Z
Thailand,2009,female,5-14 years,17,4329225,0.39,Thailand2009,,"281,710,095,725",4736,Generation Z
Thailand,2010,male,75+ years,145,787665,18.41,Thailand2010,0.716,"341,105,009,515",5707,Silent
Thailand,2010,male,25-34 years,688,5293421,13,Thailand2010,0.716,"341,105,009,515",5707,Generation X
Thailand,2010,male,55-74 years,511,4075634,12.54,Thailand2010,0.716,"341,105,009,515",5707,Silent
Thailand,2010,male,35-54 years,1166,9786527,11.91,Thailand2010,0.716,"341,105,009,515",5707,Generation X
Thailand,2010,male,15-24 years,387,4905031,7.89,Thailand2010,0.716,"341,105,009,515",5707,Millenials
Thailand,2010,female,75+ years,41,1146473,3.58,Thailand2010,0.716,"341,105,009,515",5707,Silent
Thailand,2010,female,55-74 years,164,4724470,3.47,Thailand2010,0.716,"341,105,009,515",5707,Silent
Thailand,2010,female,35-54 years,345,10369541,3.33,Thailand2010,0.716,"341,105,009,515",5707,Generation X
Thailand,2010,female,25-34 years,164,5237458,3.13,Thailand2010,0.716,"341,105,009,515",5707,Generation X
Thailand,2010,female,15-24 years,120,4702548,2.55,Thailand2010,0.716,"341,105,009,515",5707,Millenials
Thailand,2010,male,5-14 years,16,4496770,0.36,Thailand2010,0.716,"341,105,009,515",5707,Generation Z
Thailand,2010,female,5-14 years,14,4244226,0.33,Thailand2010,0.716,"341,105,009,515",5707,Generation Z
Thailand,2011,male,25-34 years,782,5237957,14.93,Thailand2011,0.721,"370,818,747,397",6153,Millenials
Thailand,2011,male,75+ years,112,827970,13.53,Thailand2011,0.721,"370,818,747,397",6153,Silent
Thailand,2011,male,35-54 years,1227,9897542,12.4,Thailand2011,0.721,"370,818,747,397",6153,Generation X
Thailand,2011,male,55-74 years,488,4266668,11.44,Thailand2011,0.721,"370,818,747,397",6153,Boomers
Thailand,2011,male,15-24 years,357,4929387,7.24,Thailand2011,0.721,"370,818,747,397",6153,Millenials
Thailand,2011,female,75+ years,56,1205643,4.64,Thailand2011,0.721,"370,818,747,397",6153,Silent
Thailand,2011,female,55-74 years,217,4948016,4.39,Thailand2011,0.721,"370,818,747,397",6153,Boomers
Thailand,2011,female,35-54 years,361,10474832,3.45,Thailand2011,0.721,"370,818,747,397",6153,Generation X
Thailand,2011,female,25-34 years,147,5172436,2.84,Thailand2011,0.721,"370,818,747,397",6153,Millenials
Thailand,2011,female,15-24 years,95,4723611,2.01,Thailand2011,0.721,"370,818,747,397",6153,Millenials
Thailand,2011,male,5-14 years,19,4413405,0.43,Thailand2011,0.721,"370,818,747,397",6153,Generation Z
Thailand,2011,female,5-14 years,12,4164365,0.29,Thailand2011,0.721,"370,818,747,397",6153,Generation Z
Thailand,2012,male,75+ years,136,869252,15.65,Thailand2012,0.724,"397,558,094,270",6584,Silent
Thailand,2012,male,25-34 years,721,5121552,14.08,Thailand2012,0.724,"397,558,094,270",6584,Millenials
Thailand,2012,male,55-74 years,581,4433963,13.1,Thailand2012,0.724,"397,558,094,270",6584,Boomers
Thailand,2012,male,35-54 years,1234,9949264,12.4,Thailand2012,0.724,"397,558,094,270",6584,Generation X
Thailand,2012,male,15-24 years,369,4938617,7.47,Thailand2012,0.724,"397,558,094,270",6584,Millenials
Thailand,2012,female,55-74 years,222,5145957,4.31,Thailand2012,0.724,"397,558,094,270",6584,Boomers
Thailand,2012,female,75+ years,54,1265466,4.27,Thailand2012,0.724,"397,558,094,270",6584,Silent
Thailand,2012,female,35-54 years,394,10521850,3.74,Thailand2012,0.724,"397,558,094,270",6584,Generation X
Thailand,2012,female,25-34 years,162,5050719,3.21,Thailand2012,0.724,"397,558,094,270",6584,Millenials
Thailand,2012,female,15-24 years,84,4728702,1.78,Thailand2012,0.724,"397,558,094,270",6584,Millenials
Thailand,2012,female,5-14 years,14,4056666,0.35,Thailand2012,0.724,"397,558,094,270",6584,Generation Z
Thailand,2012,male,5-14 years,14,4300247,0.33,Thailand2012,0.724,"397,558,094,270",6584,Generation Z
Thailand,2013,male,75+ years,152,937427,16.21,Thailand2013,0.724,"420,333,333,333",6917,Silent
Thailand,2013,male,25-34 years,706,5038432,14.01,Thailand2013,0.724,"420,333,333,333",6917,Millenials
Thailand,2013,male,35-54 years,1313,10032499,13.09,Thailand2013,0.724,"420,333,333,333",6917,Generation X
Thailand,2013,male,55-74 years,586,4596763,12.75,Thailand2013,0.724,"420,333,333,333",6917,Boomers
Thailand,2013,male,15-24 years,331,4956860,6.68,Thailand2013,0.724,"420,333,333,333",6917,Millenials
Thailand,2013,female,75+ years,64,1362800,4.7,Thailand2013,0.724,"420,333,333,333",6917,Silent
Thailand,2013,female,35-54 years,382,10594744,3.61,Thailand2013,0.724,"420,333,333,333",6917,Generation X
Thailand,2013,female,55-74 years,190,5336311,3.56,Thailand2013,0.724,"420,333,333,333",6917,Boomers
Thailand,2013,female,25-34 years,126,4960889,2.54,Thailand2013,0.724,"420,333,333,333",6917,Millenials
Thailand,2013,female,15-24 years,88,4741021,1.86,Thailand2013,0.724,"420,333,333,333",6917,Millenials
Thailand,2013,male,5-14 years,17,4224575,0.4,Thailand2013,0.724,"420,333,333,333",6917,Generation Z
Thailand,2013,female,5-14 years,6,3984166,0.15,Thailand2013,0.724,"420,333,333,333",6917,Generation Z
Thailand,2014,male,25-34 years,682,4969108,13.72,Thailand2014,0.726,"407,339,361,696",6662,Millenials
Thailand,2014,male,75+ years,137,1005485,13.63,Thailand2014,0.726,"407,339,361,696",6662,Silent
Thailand,2014,male,55-74 years,632,4771792,13.24,Thailand2014,0.726,"407,339,361,696",6662,Boomers
Thailand,2014,male,35-54 years,1274,10095367,12.62,Thailand2014,0.726,"407,339,361,696",6662,Generation X
Thailand,2014,male,15-24 years,337,4935213,6.83,Thailand2014,0.726,"407,339,361,696",6662,Millenials
Thailand,2014,female,75+ years,71,1458962,4.87,Thailand2014,0.726,"407,339,361,696",6662,Silent
Thailand,2014,female,55-74 years,240,5539928,4.33,Thailand2014,0.726,"407,339,361,696",6662,Boomers
Thailand,2014,female,35-54 years,388,10644118,3.65,Thailand2014,0.726,"407,339,361,696",6662,Generation X
Thailand,2014,female,25-34 years,116,4883263,2.38,Thailand2014,0.726,"407,339,361,696",6662,Millenials
Thailand,2014,female,15-24 years,49,4717317,1.04,Thailand2014,0.726,"407,339,361,696",6662,Millenials
Thailand,2014,female,5-14 years,14,3940160,0.36,Thailand2014,0.726,"407,339,361,696",6662,Generation Z
Thailand,2014,male,5-14 years,12,4179206,0.29,Thailand2014,0.726,"407,339,361,696",6662,Generation Z
Thailand,2015,male,75+ years,174,1068139,16.29,Thailand2015,,"401,399,422,443",6552,Silent
Thailand,2015,male,35-54 years,1482,10101149,14.67,Thailand2015,,"401,399,422,443",6552,Generation X
Thailand,2015,male,55-74 years,718,4990958,14.39,Thailand2015,,"401,399,422,443",6552,Boomers
Thailand,2015,male,25-34 years,663,4873464,13.6,Thailand2015,,"401,399,422,443",6552,Millenials
Thailand,2015,male,15-24 years,317,4847684,6.54,Thailand2015,,"401,399,422,443",6552,Millenials
Thailand,2015,female,55-74 years,248,5795996,4.28,Thailand2015,,"401,399,422,443",6552,Boomers
Thailand,2015,female,75+ years,63,1527522,4.12,Thailand2015,,"401,399,422,443",6552,Silent
Thailand,2015,female,35-54 years,363,10646859,3.41,Thailand2015,,"401,399,422,443",6552,Generation X
Thailand,2015,female,25-34 years,96,4783703,2.01,Thailand2015,,"401,399,422,443",6552,Millenials
Thailand,2015,female,15-24 years,55,4632371,1.19,Thailand2015,,"401,399,422,443",6552,Millenials
Thailand,2015,female,5-14 years,14,3881727,0.36,Thailand2015,,"401,399,422,443",6552,Generation Z
Thailand,2015,male,5-14 years,12,4111704,0.29,Thailand2015,,"401,399,422,443",6552,Generation Z
Thailand,2016,male,55-74 years,734,5203957,14.1,Thailand2016,,"411,755,164,833",6713,Boomers
Thailand,2016,male,35-54 years,1421,10084647,14.09,Thailand2016,,"411,755,164,833",6713,Generation X
Thailand,2016,male,75+ years,152,1124052,13.52,Thailand2016,,"411,755,164,833",6713,Silent
Thailand,2016,male,25-34 years,646,4796355,13.47,Thailand2016,,"411,755,164,833",6713,Millenials
Thailand,2016,male,15-24 years,322,4736305,6.8,Thailand2016,,"411,755,164,833",6713,Millenials
Thailand,2016,female,75+ years,69,1589015,4.34,Thailand2016,,"411,755,164,833",6713,Silent
Thailand,2016,female,55-74 years,222,6049756,3.67,Thailand2016,,"411,755,164,833",6713,Boomers
Thailand,2016,female,35-54 years,375,10629684,3.53,Thailand2016,,"411,755,164,833",6713,Generation X
Thailand,2016,female,25-34 years,116,4702656,2.47,Thailand2016,,"411,755,164,833",6713,Millenials
Thailand,2016,female,15-24 years,60,4525574,1.33,Thailand2016,,"411,755,164,833",6713,Millenials
Philippines,1992,male,75+ years,6,265186,2.26,Philippines1992,,"52,976,344,929",958,G.I. Generation
Philippines,1992,male,55-74 years,26,1817237,1.43,Philippines1992,,"52,976,344,929",958,Silent
Philippines,1992,male,25-34 years,66,5080108,1.3,Philippines1992,,"52,976,344,929",958,Boomers
Philippines,1992,male,15-24 years,86,6622107,1.3,Philippines1992,,"52,976,344,929",958,Generation X
Philippines,1992,male,35-54 years,60,5583152,1.07,Philippines1992,,"52,976,344,929",958,Boomers
Philippines,1992,female,15-24 years,57,6366294,0.9,Philippines1992,,"52,976,344,929",958,Generation X
Philippines,1992,female,75+ years,2,385751,0.52,Philippines1992,,"52,976,344,929",958,G.I. Generation
Philippines,1992,female,35-54 years,21,5529627,0.38,Philippines1992,,"52,976,344,929",958,Boomers
Philippines,1992,female,55-74 years,7,2109209,0.33,Philippines1992,,"52,976,344,929",958,Silent
Philippines,1992,female,25-34 years,16,4932715,0.32,Philippines1992,,"52,976,344,929",958,Boomers
Philippines,1992,female,5-14 years,0,8129872,0,Philippines1992,,"52,976,344,929",958,Millenials
Philippines,1992,male,5-14 years,0,8483426,0,Philippines1992,,"52,976,344,929",958,Millenials
Philippines,1993,male,75+ years,9,268392,3.35,Philippines1993,,"54,368,083,953",957,G.I. Generation
Philippines,1993,male,25-34 years,154,5196998,2.96,Philippines1993,,"54,368,083,953",957,Boomers
Philippines,1993,female,15-24 years,169,6509080,2.6,Philippines1993,,"54,368,083,953",957,Generation X
Philippines,1993,male,15-24 years,175,6764969,2.59,Philippines1993,,"54,368,083,953",957,Generation X
Philippines,1993,female,75+ years,10,395945,2.53,Philippines1993,,"54,368,083,953",957,G.I. Generation
Philippines,1993,male,35-54 years,128,5807147,2.2,Philippines1993,,"54,368,083,953",957,Boomers
Philippines,1993,male,55-74 years,40,1875192,2.13,Philippines1993,,"54,368,083,953",957,Silent
Philippines,1993,female,25-34 years,86,5051261,1.7,Philippines1993,,"54,368,083,953",957,Boomers
Philippines,1993,female,55-74 years,21,2175656,0.97,Philippines1993,,"54,368,083,953",957,Silent
Philippines,1993,female,35-54 years,54,5754827,0.94,Philippines1993,,"54,368,083,953",957,Boomers
Philippines,1993,female,5-14 years,0,8308799,0,Philippines1993,,"54,368,083,953",957,Millenials
Philippines,1993,male,5-14 years,0,8673303,0,Philippines1993,,"54,368,083,953",957,Millenials
Philippines,1997,male,75+ years,13,288929,4.5,Philippines1997,,"82,344,260,571",1312,G.I. Generation
Philippines,1997,male,25-34 years,193,5635075,3.42,Philippines1997,,"82,344,260,571",1312,Generation X
Philippines,1997,male,55-74 years,66,2136927,3.09,Philippines1997,,"82,344,260,571",1312,Silent
Philippines,1997,male,15-24 years,167,7367351,2.27,Philippines1997,,"82,344,260,571",1312,Generation X
Philippines,1997,male,35-54 years,146,6734331,2.17,Philippines1997,,"82,344,260,571",1312,Boomers
Philippines,1997,female,15-24 years,84,7103613,1.18,Philippines1997,,"82,344,260,571",1312,Generation X
Philippines,1997,female,25-34 years,49,5497526,0.89,Philippines1997,,"82,344,260,571",1312,Generation X
Philippines,1997,female,75+ years,4,450881,0.89,Philippines1997,,"82,344,260,571",1312,G.I. Generation
Philippines,1997,female,35-54 years,56,6702440,0.84,Philippines1997,,"82,344,260,571",1312,Boomers
Philippines,1997,female,55-74 years,20,2461814,0.81,Philippines1997,,"82,344,260,571",1312,Silent
Philippines,1997,male,5-14 years,10,9402618,0.11,Philippines1997,,"82,344,260,571",1312,Millenials
Philippines,1997,female,5-14 years,6,8991189,0.07,Philippines1997,,"82,344,260,571",1312,Millenials
Philippines,1998,male,75+ years,18,295869,6.08,Philippines1998,,"72,207,028,767",1124,G.I. Generation
Philippines,1998,male,25-34 years,198,5737075,3.45,Philippines1998,,"72,207,028,767",1124,Generation X
Philippines,1998,male,55-74 years,69,2209911,3.12,Philippines1998,,"72,207,028,767",1124,Silent
Philippines,1998,male,15-24 years,189,7523504,2.51,Philippines1998,,"72,207,028,767",1124,Generation X
Philippines,1998,male,35-54 years,175,6969508,2.51,Philippines1998,,"72,207,028,767",1124,Boomers
Philippines,1998,female,15-24 years,87,7255489,1.2,Philippines1998,,"72,207,028,767",1124,Generation X
Philippines,1998,female,25-34 years,52,5601858,0.93,Philippines1998,,"72,207,028,767",1124,Generation X
Philippines,1998,female,55-74 years,23,2539996,0.91,Philippines1998,,"72,207,028,767",1124,Silent
Philippines,1998,female,35-54 years,44,6946610,0.63,Philippines1998,,"72,207,028,767",1124,Boomers
Philippines,1998,female,75+ years,2,466825,0.43,Philippines1998,,"72,207,028,767",1124,G.I. Generation
Philippines,1998,male,5-14 years,16,9564500,0.17,Philippines1998,,"72,207,028,767",1124,Millenials
Philippines,1998,female,5-14 years,10,9141469,0.11,Philippines1998,,"72,207,028,767",1124,Millenials
Philippines,1999,male,75+ years,14,299370,4.68,Philippines1999,,"82,995,145,792",1262,G.I. Generation
Philippines,1999,male,55-74 years,79,2287574,3.45,Philippines1999,,"82,995,145,792",1262,Silent
Philippines,1999,male,25-34 years,199,5840463,3.41,Philippines1999,,"82,995,145,792",1262,Generation X
Philippines,1999,male,15-24 years,257,7687280,3.34,Philippines1999,,"82,995,145,792",1262,Generation X
Philippines,1999,male,35-54 years,225,7208041,3.12,Philippines1999,,"82,995,145,792",1262,Boomers
Philippines,1999,female,75+ years,13,479461,2.71,Philippines1999,,"82,995,145,792",1262,G.I. Generation
Philippines,1999,female,15-24 years,96,7413770,1.29,Philippines1999,,"82,995,145,792",1262,Generation X
Philippines,1999,female,25-34 years,61,5708649,1.07,Philippines1999,,"82,995,145,792",1262,Generation X
Philippines,1999,female,55-74 years,21,2623906,0.8,Philippines1999,,"82,995,145,792",1262,Silent
Philippines,1999,female,35-54 years,57,7196381,0.79,Philippines1999,,"82,995,145,792",1262,Boomers
Philippines,1999,male,5-14 years,14,9713454,0.14,Philippines1999,,"82,995,145,792",1262,Millenials
Philippines,1999,female,5-14 years,7,9281852,0.08,Philippines1999,,"82,995,145,792",1262,Millenials
Philippines,2000,male,75+ years,20,299136,6.69,Philippines2000,0.623,"81,026,300,311",1205,G.I. Generation
Philippines,2000,male,55-74 years,121,2370016,5.11,Philippines2000,0.623,"81,026,300,311",1205,Silent
Philippines,2000,male,25-34 years,276,5947283,4.64,Philippines2000,0.623,"81,026,300,311",1205,Generation X
Philippines,2000,male,15-24 years,316,7859202,4.02,Philippines2000,0.623,"81,026,300,311",1205,Generation X
Philippines,2000,male,35-54 years,294,7449254,3.95,Philippines2000,0.623,"81,026,300,311",1205,Boomers
Philippines,2000,female,75+ years,10,488377,2.05,Philippines2000,0.623,"81,026,300,311",1205,G.I. Generation
Philippines,2000,female,15-24 years,120,7579338,1.58,Philippines2000,0.623,"81,026,300,311",1205,Generation X
Philippines,2000,female,25-34 years,89,5820018,1.53,Philippines2000,0.623,"81,026,300,311",1205,Generation X
Philippines,2000,female,35-54 years,98,7451816,1.32,Philippines2000,0.623,"81,026,300,311",1205,Boomers
Philippines,2000,female,55-74 years,27,2713829,0.99,Philippines2000,0.623,"81,026,300,311",1205,Silent
Philippines,2000,male,5-14 years,18,9850796,0.18,Philippines2000,0.623,"81,026,300,311",1205,Millenials
Philippines,2000,female,5-14 years,14,9414417,0.15,Philippines2000,0.623,"81,026,300,311",1205,Millenials
Philippines,2001,male,75+ years,20,309681,6.46,Philippines2001,,"76,262,072,468",1109,Silent
Philippines,2001,male,55-74 years,104,2445998,4.25,Philippines2001,,"76,262,072,468",1109,Silent
Philippines,2001,male,25-34 years,246,6058399,4.06,Philippines2001,,"76,262,072,468",1109,Generation X
Philippines,2001,male,15-24 years,310,8018698,3.87,Philippines2001,,"76,262,072,468",1109,Millenials
Philippines,2001,male,35-54 years,235,7684196,3.06,Philippines2001,,"76,262,072,468",1109,Boomers
Philippines,2001,female,15-24 years,104,7738503,1.34,Philippines2001,,"76,262,072,468",1109,Millenials
Philippines,2001,female,55-74 years,34,2797077,1.22,Philippines2001,,"76,262,072,468",1109,Silent
Philippines,2001,female,35-54 years,79,7711226,1.02,Philippines2001,,"76,262,072,468",1109,Boomers
Philippines,2001,female,25-34 years,48,5937956,0.81,Philippines2001,,"76,262,072,468",1109,Generation X
Philippines,2001,female,75+ years,4,505269,0.79,Philippines2001,,"76,262,072,468",1109,Silent
Philippines,2001,male,5-14 years,12,9985839,0.12,Philippines2001,,"76,262,072,468",1109,Millenials
Philippines,2001,female,5-14 years,8,9545250,0.08,Philippines2001,,"76,262,072,468",1109,Millenials
Philippines,2002,male,75+ years,20,316845,6.31,Philippines2002,,"81,357,605,642",1158,Silent
Philippines,2002,male,25-34 years,267,6171400,4.33,Philippines2002,,"81,357,605,642",1158,Generation X
Philippines,2002,male,15-24 years,346,8184036,4.23,Philippines2002,,"81,357,605,642",1158,Millenials
Philippines,2002,male,55-74 years,93,2525030,3.68,Philippines2002,,"81,357,605,642",1158,Silent
Philippines,2002,male,35-54 years,251,7922273,3.17,Philippines2002,,"81,357,605,642",1158,Boomers
Philippines,2002,female,75+ years,11,518398,2.12,Philippines2002,,"81,357,605,642",1158,Silent
Philippines,2002,female,15-24 years,114,7903007,1.44,Philippines2002,,"81,357,605,642",1158,Millenials
Philippines,2002,female,25-34 years,61,6059494,1.01,Philippines2002,,"81,357,605,642",1158,Generation X
Philippines,2002,female,55-74 years,27,2885746,0.94,Philippines2002,,"81,357,605,642",1158,Silent
Philippines,2002,female,35-54 years,74,7977125,0.93,Philippines2002,,"81,357,605,642",1158,Boomers
Philippines,2002,male,5-14 years,22,10117670,0.22,Philippines2002,,"81,357,605,642",1158,Millenials
Philippines,2002,female,5-14 years,15,9675419,0.16,Philippines2002,,"81,357,605,642",1158,Millenials
Philippines,2003,male,75+ years,25,321984,7.76,Philippines2003,,"83,908,206,648",1169,Silent
Philippines,2003,male,25-34 years,328,6286119,5.22,Philippines2003,,"83,908,206,648",1169,Generation X
Philippines,2003,male,55-74 years,107,2610718,4.1,Philippines2003,,"83,908,206,648",1169,Silent
Philippines,2003,male,35-54 years,333,8157759,4.08,Philippines2003,,"83,908,206,648",1169,Boomers
Philippines,2003,male,15-24 years,328,8353621,3.93,Philippines2003,,"83,908,206,648",1169,Millenials
Philippines,2003,female,75+ years,13,529230,2.46,Philippines2003,,"83,908,206,648",1169,Silent
Philippines,2003,female,15-24 years,166,8067958,2.06,Philippines2003,,"83,908,206,648",1169,Millenials
Philippines,2003,female,25-34 years,90,6181789,1.46,Philippines2003,,"83,908,206,648",1169,Generation X
Philippines,2003,female,35-54 years,93,8239334,1.13,Philippines2003,,"83,908,206,648",1169,Boomers
Philippines,2003,female,55-74 years,26,2983062,0.87,Philippines2003,,"83,908,206,648",1169,Silent
Philippines,2003,male,5-14 years,21,10247489,0.2,Philippines2003,,"83,908,206,648",1169,Millenials
